// Zero     One		Two		Three		Four	Five		Six		Seven		Eight	Nine		Ten		Eleven	 Twelve
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0

// Three
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0

// Four
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 1 1 1 1 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 1 1 1 1 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0
0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 1 1 1 1 | 1 1 1 1 | 1 1 1 1 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0
0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 1 1 1 1 | 1 1 1 1 | 1 1 1 1 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0

// Five
2 3 2 3 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 2 3 2 3
3 3 3 3 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 3 3 3 3
2 3 2 3 | 0 0 0 0 | 1 1 1 1 | 1 1 1 1 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 1 1 1 1 | 1 1 1 1 | 0 0 0 0 | 2 3 2 3
3 3 3 3 | 0 0 0 0 | 1 1 1 1 | 1 1 1 1 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 1 1 1 1 | 1 1 1 1 | 0 0 0 0 | 3 3 3 3

// Six
1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 1 1 1 1 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 1 1 1 1 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1
1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 1 1 1 1 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 1 1 1 1 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1
0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0
0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0

// Seven
0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0
0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0

// Eight
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0

// Nine
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 2 3 2 3 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 3 3 3 3 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0

// Ten
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 2 3 2 3 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 3 3 3 3 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0

// Evelen
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0
0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0 | 1 1 1 1 | 0 0 0 0

// Twelve
0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0
0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0
0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0
0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0 | 0 0 0 0
